sf,por,msf_6,msf_7,msf_8,msf_9,msf_10,msf_11,msf_12,msf_13,msf_14,msf_15,msf_16,msf_17,msf_18,msf_19,msf_20,msf_21,msf_22,msf_23
2.23608899117,0.302729129791,1.09873306751,1.58133888245,1.28912198544,0.996905148029,0.704688251019,0.591506481171,0.579956769943,0.568407058716,0.556857347488,0.545307636261,0.533757925034,0.522208213806,0.510658442974,0.499108761549,0.480408787727,0.324166089296,0.167923405766,0.011680723168
2.84631085396,0.577171683311,0.478894859552,1.38585436344,1.14213812351,0.865869402885,0.589600622654,0.357122719288,0.347916483879,0.338710218668,0.329503983259,0.320297718048,0.311091482639,0.301885247231,0.292678982019,0.283472746611,0.272207438946,0.183218330145,0.0942292138934,0.00524010322988
2.53441381454,0.219171315432,0.739650964737,1.69394135475,1.31773900986,0.941536784172,0.565334498882,0.33100438118,0.346737295389,0.362470209599,0.378203123808,0.393936038017,0.409668922424,0.425401836634,0.441134750843,0.456867665052,0.472600579262,0.320108830929,0.150054752827,0.0
2.77838921547,0.338671028614,0.532670676708,1.57569384575,1.86139380932,1.36810207367,0.87481033802,0.557599544525,0.536199390888,0.514799237251,0.493399053812,0.471998870373,0.450598686934,0.429198503494,0.407798320055,0.386398166418,0.35644865036,0.239953875542,0.123459078372,0.00696428585798
2.86502027512,0.813472390175,0.695404589176,2.23734784126,1.71172368526,1.18609952927,0.660475313663,0.493334144354,0.503719806671,0.514105498791,0.52449119091,0.53487688303,0.54526257515,0.555648207664,0.566033899784,0.576419591904,0.586805284023,0.394951343536,0.192882463336,0.0
2.67052793503,0.81469976902,1.31200456619,2.07973432541,1.63602221012,1.19231009483,0.748597919941,0.515524923801,0.48395678401,0.452388703823,0.420820593834,0.389252483845,0.357684373856,0.326116293669,0.29454818368,0.26298007369,0.227407813072,0.147329300642,0.0672507956624,0.0
2.2896296978,0.684313952923,0.226442873478,0.721847772598,1.21725261211,1.15347802639,0.708687961102,0.434374123812,0.427055180073,0.419736266136,0.412417322397,0.405098408461,0.397779464722,0.390460520983,0.383141607046,0.375822663307,0.368503719568,0.240956693888,0.112404480577,0.0
2.6240298748,0.72510099411,0.281733602285,0.938193082809,1.59465253353,1.17926979065,0.606682538986,0.265987724066,0.289481252432,0.3129748106,0.336468368769,0.359961897135,0.383455455303,0.406949013472,0.430442541838,0.453936100006,0.455251783133,0.294586569071,0.133921340108,0.0
2.07336425781,0.272258222103,0.956132113934,2.42261576653,1.88465881348,1.34670174122,0.808744609356,0.465589255095,0.469301313162,0.473013401031,0.476725459099,0.480437517166,0.484149575233,0.487861633301,0.491573691368,0.495285749435,0.498997807503,0.33433586359,0.156547859311,0.0
2.52479934692,0.291020005941,0.730517268181,1.80609941483,1.45504832268,1.10399723053,0.752946138382,0.401895046234,0.406629264355,0.426361232996,0.44609323144,0.465825200081,0.485557168722,0.505289137363,0.525021135807,0.544753134251,0.55315810442,0.359398782253,0.16563950479,0.0
